sex	agedays	age	t1	t2	t3	t4	d1	d2	d3	d4
1	6400	17	1	3	1	3	1	1	1	1
1	6342	17	2	2	1	2	0	0	1	0
1	6084	16	1	3	1	3	1	1	1	1
1	5991	16	1	3	1	3	1	1	1	1
1	5898	16	1	3	1	3	1	1	1	1
1	6646	18	1	3	1	3	1	1	1	1
1	5966	16	1	3	1	3	1	1	1	1
1	6406	17	1	3	1	3	1	1	1	1
2	6542	17	1	3	2	3	1	1	0	1
2	5941	16	1	3	1	3	1	1	1	1
2	6683	18	1	3	1	3	1	1	1	1
2	5676	15	1	3	1	3	1	1	1	1
2	5802	15	1	3	1	3	1	1	1	1
2	5762	15	1	3	1	3	1	1	1	1
2	5874	16	1	3	1	3	1	1	1	1
2	6252	17	1	3	1	3	1	1	1	1
2	5783	15	1	3	1	3	1	1	1	1
2	6184	16	1	3	1	3	1	1	1	1
2	6244	17	1	3	1	3	1	1	1	1
2	6374	17	1	3	1	3	1	1	1	1
2	6264	17	1	3	1	3	1	1	1	1
2	5792	15	1	3	1	3	1	1	1	1
2	6280	17	1	3	1	3	1	1	1	1
2	6193	16	1	3	1	3	1	1	1	1
2	6199	16	1	3	1	3	1	1	1	1
2	5879	16	1	3	1	3	1	1	1	1
2	5691	15	1	3	1	3	1	1	1	1
2	5770	15	1	3	1	3	1	1	1	1
2	5682	15	1	3	1	3	1	1	1	1
2	6165	16	1	3	1	3	1	1	1	1
2	7224	19	1	3	2	2	1	1	0	0
1	6341	17	1	3	1	3	1	1	1	1
1	6337	17	1	3	1	3	1	1	1	1
1	6386	17	1	3	1	3	1	1	1	1
1	6650	18	1	3	1	3	1	1	1	1
1	6173	16	1	3	1	3	1	1	1	1
1	6389	17	1	3	1	3	1	1	1	1
1	6629	18	1	3	1	3	1	1	1	1
1	6159	16	1	3	3	3	1	1	0	1
1	6347	17	1	3	1	3	1	1	1	1
1	6313	17	1	3	1	3	1	1	1	1
1	6331	17	1	3	1	3	1	1	1	1
1	6672	18	1	3	1	3	1	1	1	1
1	6089	16	1	3	1	3	1	1	1	1
1	6045	16	1	3	1	3	1	1	1	1
1	6357	17	1	3	1	3	1	1	1	1
1	6120	16	1	3	1	3	1	1	1	1
1	6298	17	1	3	1	3	1	1	1	1
1	6108	16	1	2	1	3	1	0	1	1
1	6699	18	1	3	1	3	1	1	1	1
1	6658	18	1	3	1	3	1	1	1	1
1	6538	17	1	3	1	3	1	1	1	1
1	6389	17	1	3	1	3	1	1	1	1
1	7204	19	3	1	3	1	0	0	0	0
2	6321	17	1	3	1	3	1	1	1	1
2	6062	16	1	3	1	3	1	1	1	1
2	6499	17	1	3	1	3	1	1	1	1
2	6637	18	1	3	1	3	1	1	1	1
2	6177	16	1	3	1	3	1	1	1	1
2	6164	16	1	3	1	3	1	1	1	1
2	6291	17	1	3	1	3	1	1	1	1
2	6168	16	1	3	1	3	1	1	1	1
2	6982	19	1	3	1	3	1	1	1	1
2	6423	17	1	3	1	3	1	1	1	1
2	6586	18	2	3	1	3	0	1	1	1
2	6110	16	1	3	1	3	1	1	1	1
2	6844	18	1	3	1	3	1	1	1	1
2	6257	17	1	3	1	3	1	1	1	1
2	6239	17	1	3	2	3	1	1	0	1
2	6115	16	1	3	1	3	1	1	1	1
1	5334	14	1	3	1	3	1	1	1	1
1	4944	13	1	3	1	3	1	1	1	1
1	4858	13	1	3	1	3	1	1	1	1
1	4955	13	1	3	1	3	1	1	1	1
1	4804	13	1	3	1	3	1	1	1	1
1	4893	13	1	3	1	3	1	1	1	1
1	4810	13	1	3	1	3	1	1	1	1
1	4812	13	1	3	1	3	1	1	1	1
1	4809	13	1	3	1	3	1	1	1	1
1	4904	13	1	3	1	3	1	1	1	1
1	4789	13	1	3	1	3	1	1	1	1
1	4702	12	1	3	1	3	1	1	1	1
1	4858	13	1	3	1	3	1	1	1	1
1	5039	13	2	2	2	2	0	0	0	0
1	4809	13	1	3	1	3	1	1	1	1
1	4764	13	1	2	2	2	1	0	0	0
2	4789	13	2	2	2	2	0	0	0	0
2	4786	13	1	3	1	3	1	1	1	1
2	4592	12	1	3	1	3	1	1	1	1
2	4698	12	1	3	1	3	1	1	1	1
2	4553	12	1	3	1	3	1	1	1	1
2	4844	13	1	3	1	3	1	1	1	1
2	4647	12	2	2	2	2	0	0	0	0
2	4906	13	1	3	1	3	1	1	1	1
2	4836	13	1	3	1	3	1	1	1	1
2	4757	13	1	3	1	3	1	1	1	1
2	4740	12	1	3	1	3	1	1	1	1
2	4823	13	2	2	2	2	0	0	0	0
2	4988	13	1	3	1	3	1	1	1	1
2	4790	13	2	3	2	3	0	1	0	1
2	4683	12	2	2	2	3	0	0	0	1
2	4742	12	1	3	1	3	1	1	1	1
2	5198	14	2	2	2	2	0	0	0	0
2	4791	13	2	2	2	2	0	0	0	0
1	5365	14	1	3	1	3	1	1	1	1
1	5399	14	1	3	2	3	1	1	0	1
1	5154	14	1	3	1	3	1	1	1	1
1	4996	13	1	3	1	3	1	1	1	1
1	5007	13	1	3	1	3	1	1	1	1
1	5047	13	1	3	1	3	1	1	1	1
1	5408	14	3	1	3	1	0	0	0	0
1	5126	14	1	2	2	2	1	0	0	0
1	5130	14	1	3	1	3	1	1	1	1
1	5030	13	3	1	1	2	0	0	1	0
1	5151	14	1	3	1	3	1	1	1	1
1	5009	13	2	3	2	3	0	1	0	1
2	5321	14	2	2	2	2	0	0	0	0
2	5370	14	1	3	1	3	1	1	1	1
2	5248	14	1	3	1	3	1	1	1	1
2	5416	14	2	3	1	3	0	1	1	1
1	5298	14	1	2	1	2	1	0	1	0
1	5472	14	1	3	1	3	1	1	1	1
1	5440	14	1	3	1	3	1	1	1	1
1	5373	14	1	3	1	3	1	1	1	1
1	6104	16	1	3	1	3	1	1	1	1
1	5818	15	1	3	1	3	1	1	1	1
1	5716	15	1	3	1	3	1	1	1	1
1	5750	15	1	3	1	3	1	1	1	1
1	5789	15	2	3	1	3	0	1	1	1
1	6571	17	1	3	1	3	1	1	1	1
1	5931	16	1	3	1	3	1	1	1	1
1	6048	16	1	3	1	3	1	1	1	1
1	5649	15	1	3	1	3	1	1	1	1
2	5336	14	1	3	1	3	1	1	1	1
2	5654	15	1	3	1	3	1	1	1	1
2	5360	14	1	3	1	3	1	1	1	1
2	6096	16	1	3	1	3	1	1	1	1
2	5865	16	1	3	1	3	1	1	1	1
2	5736	15	1	3	1	3	1	1	1	1
2	5454	14	1	3	1	3	1	1	1	1
2	5705	15	1	3	1	3	1	1	1	1
2	5622	15	1	3	1	3	1	1	1	1
2	5759	15	1	3	1	3	1	1	1	1
2	5689	15	1	3	1	3	1	1	1	1
1	5871	16	1	3	1	3	1	1	1	1
1	5905	16	1	3	1	3	1	1	1	1
1	5857	16	1	3	1	3	1	1	1	1
1	5713	15	1	1	1	2	1	0	1	0
1	6270	17	1	3	1	3	1	1	1	1
1	5945	16	1	3	1	3	1	1	1	1
1	5863	16	2	3	1	3	0	1	1	1
1	5924	16	2	2	2	2	0	0	0	0
1	5686	15	2	2	2	2	0	0	0	0
1	5926	16	1	3	1	3	1	1	1	1
1	6384	17	1	3	1	3	1	1	1	1
1	5803	15	2	2	2	2	0	0	0	0
2	5724	15	1	3	1	3	1	1	1	1
2	5920	16	1	3	1	3	1	1	1	1
2	6126	16	1	3	1	3	1	1	1	1
2	5812	15	1	3	1	3	1	1	1	1
2	6570	17	1	3	2	3	1	1	0	1
2	5963	16	1	3	1	3	1	1	1	1
2	6362	17	1	3	1	3	1	1	1	1
2	5480	15	2	2	2	2	0	0	0	0
2	6463	17	2	2	2	2	0	0	0	0
2	6017	16	1	3	1	2	1	1	1	0
2	6020	16	1	3	1	3	1	1	1	1
2	5741	15	1	3	1	3	1	1	1	1
2	6008	16	2	2	2	2	0	0	0	0
2	5893	16	1	3	1	2	1	1	1	0
2	5907	16	1	3	1	3	1	1	1	1
1	4052	11	1	3	1	3	1	1	1	1
2	3846	10	1	3	1	3	1	1	1	1
2	4461	12	1	3	1	3	1	1	1	1
